Tier,Needs,Category,Product,Current price,Known cost,In stock? (y/n),Cost ex GST per bottle (FILL),Photo source (shoot/supplier/na),Filename 01 (front),Filename 02 (back),SKU,Shopify handle
"C - draft, costed, needs photo",PHOTO,Champagne,Champagne Laurent-Perrier la Cuvee,142.99,97.46,,,,champagne-laurent-perrier-la-cuvee-01.jpg,champagne-laurent-perrier-la-cuvee-02.jpg,SH-FINE-CHAMPAGNE-LAURENT-PERRIER-LA-CUVEE-750,champagne-laurent-perrier-la-cuvee
"C - draft, costed, needs photo",PHOTO,Red,Xanadu Reserve Cabernet Sauvignon,142.99,96.96,,,,xanadu-reserve-cabernet-sauvignon-01.jpg,xanadu-reserve-cabernet-sauvignon-02.jpg,SH-FINE-XANADU-RESERVE-CABERNET-SAUVIGNON-750,xanadu-reserve-cabernet-sauvignon
"C - draft, costed, needs photo",PHOTO,Red,Albert Bichot Gevrey Chambertin,138.99,94.36,,,,albert-bichot-gevrey-chambertin-01.jpg,albert-bichot-gevrey-chambertin-02.jpg,SH-FINE-ALBERT-BICHOT-GEVREY-CHAMBERTIN-750,albert-bichot-gevrey-chambertin
"C - draft, costed, needs photo",PHOTO,Sparkling,House of Arras Vintage Blanc de Blancs,137.99,93.89,,,,house-of-arras-vintage-blanc-de-blancs-01.jpg,house-of-arras-vintage-blanc-de-blancs-02.jpg,SH-FINE-HOUSE-OF-ARRAS-VINTAGE-BLANC-DE-BLANCS-750,house-of-arras-vintage-blanc-de-blancs
"C - draft, costed, needs photo",PHOTO,Sparkling,House of Arras Vintage Rose,137.99,93.89,,,,house-of-arras-vintage-rose-01.jpg,house-of-arras-vintage-rose-02.jpg,SH-FINE-HOUSE-OF-ARRAS-VINTAGE-ROSE-750,house-of-arras-vintage-rose
"C - draft, costed, needs photo",PHOTO,Red,San Polo Brunello di Montalcino DOCG Sangiovese Tuscany Italy 2017,137.99,93.50,,,,san-polo-brunello-di-montalcino-docg-sangiovese-tuscany-italy-2017-01.jpg,san-polo-brunello-di-montalcino-docg-sangiovese-tuscany-italy-2017-02.jpg,SH-FINE-SAN-POLO-BRUNELLO-DI-MONTALCINO-DOCG-SANGIOVESE-TUSCANY-ITALY-2017-750,san-polo-brunello-di-montalcino-docg-sangiovese-tuscany-italy-2017
"C - draft, costed, needs photo",PHOTO,Champagne,Collet Art Deco Brut NV,135.99,92.23,,,,collet-art-deco-brut-nv-01.jpg,collet-art-deco-brut-nv-02.jpg,SH-FINE-COLLET-ART-DECO-BRUT-NV-750,collet-art-deco-brut-nv
"C - draft, costed, needs photo",PHOTO,Red,Giovanni Rosso Barolo Serralunga d'Alba del Comune,135.99,92.36,,,,giovanni-rosso-barolo-serralunga-d-alba-del-comune-01.jpg,giovanni-rosso-barolo-serralunga-d-alba-del-comune-02.jpg,SH-FINE-GIOVANNI-ROSSO-BAROLO-SERRALUNGA-D-ALBA-DEL-COMUNE-750,giovanni-rosso-barolo-serralunga-d-alba-del-comune
"C - draft, costed, needs photo",PHOTO,White,Jf Moreau Premier Cru Mont de Milieu 2021,134.99,91.64,,,,jf-moreau-premier-cru-mont-de-milieu-2021-01.jpg,jf-moreau-premier-cru-mont-de-milieu-2021-02.jpg,SH-FINE-JF-MOREAU-PREMIER-CRU-MONT-DE-MILIEU-2021-750,jf-moreau-premier-cru-mont-de-milieu-2021
"C - draft, costed, needs photo",PHOTO,Red,Marziano Abbona Barbaresco DOCG,133.99,91.30,,,,marziano-abbona-barbaresco-docg-01.jpg,marziano-abbona-barbaresco-docg-02.jpg,SH-FINE-MARZIANO-ABBONA-BARBARESCO-DOCG-750,marziano-abbona-barbaresco-docg
"C - draft, costed, needs photo",PHOTO,Red,Xanadu Reserve Chardonnay,132.99,90.34,,,,xanadu-reserve-chardonnay-01.jpg,xanadu-reserve-chardonnay-02.jpg,SH-FINE-XANADU-RESERVE-CHARDONNAY-750,xanadu-reserve-chardonnay
"C - draft, costed, needs photo",PHOTO,Sparkling,Ayala Brut Majeur NV,126.99,86.56,,,,ayala-brut-majeur-nv-01.jpg,ayala-brut-majeur-nv-02.jpg,SH-FINE-AYALA-BRUT-MAJEUR-NV-750,ayala-brut-majeur-nv
"C - draft, costed, needs photo",PHOTO,Champagne,Moët & Chandon Rosé,126.99,86.37,,,,moet-chandon-rose-01.jpg,moet-chandon-rose-02.jpg,SH-FINE-MOET-CHANDON-ROSE-750,moet-chandon-rose
"C - draft, costed, needs photo",PHOTO,White,Oakridge 864 Chardonnay,126.99,86.09,,,,oakridge-864-chardonnay-01.jpg,oakridge-864-chardonnay-02.jpg,SH-FINE-OAKRIDGE-864-CHARDONNAY-750,oakridge-864-chardonnay
"C - draft, costed, needs photo",PHOTO,White,Oakridge 864 Henk Chardonnay,126.99,86.09,,,,oakridge-864-henk-chardonnay-01.jpg,oakridge-864-henk-chardonnay-02.jpg,SH-FINE-OAKRIDGE-864-HENK-CHARDONNAY-750,oakridge-864-henk-chardonnay
"C - draft, costed, needs photo",PHOTO,Champagne,Taittinger NV Brut,126.99,85.91,,,,taittinger-nv-brut-01.jpg,taittinger-nv-brut-02.jpg,SH-FINE-TAITTINGER-NV-BRUT-750,taittinger-nv-brut
"C - draft, costed, needs photo",PHOTO,Red,Diego Rivetti Barolo Elda 2022,125.99,85.80,,,,diego-rivetti-barolo-elda-2022-01.jpg,diego-rivetti-barolo-elda-2022-02.jpg,SH-FINE-DIEGO-RIVETTI-BAROLO-ELDA-2022-750,diego-rivetti-barolo-elda-2022
"C - draft, costed, needs photo",PHOTO,White,Chateau de Maligny Chablis Vieilles Vignes 2025,123.99,84.18,,,,chateau-de-maligny-chablis-vieilles-vignes-2025-01.jpg,chateau-de-maligny-chablis-vieilles-vignes-2025-02.jpg,SH-FINE-CHATEAU-DE-MALIGNY-CHABLIS-VIEILLES-VIGNES-2025-750,chateau-de-maligny-chablis-vieilles-vignes-2025
"C - draft, costed, needs photo",PHOTO,Red,Jean Michel Giboulot Savigny Les Beaune Aux Fournaux 1er Cru 2018,123.99,84.43,,,,jean-michel-giboulot-savigny-les-beaune-aux-fournaux-1er-cru-2018-01.jpg,jean-michel-giboulot-savigny-les-beaune-aux-fournaux-1er-cru-2018-02.jpg,SH-FINE-JEAN-MICHEL-GIBOULOT-SAVIGNY-LES-BEAUNE-AUX-FOURNAUX-1ER-CRU-2018-750,jean-michel-giboulot-savigny-les-beaune-aux-fournaux-1er-cru-2018
"C - draft, costed, needs photo",PHOTO,Red,Piazzo Barbaresco Pajore DOCG 2021,123.99,83.96,,,,piazzo-barbaresco-pajore-docg-2021-01.jpg,piazzo-barbaresco-pajore-docg-2021-02.jpg,SH-FINE-PIAZZO-BARBARESCO-PAJORE-DOCG-2021-750,piazzo-barbaresco-pajore-docg-2021
"C - draft, costed, needs photo",PHOTO,Red,Petaluma Yellow Label Cabernet Merlot,119.99,81.36,,,,petaluma-yellow-label-cabernet-merlot-01.jpg,petaluma-yellow-label-cabernet-merlot-02.jpg,SH-FINE-PETALUMA-YELLOW-LABEL-CABERNET-MERLOT-750,petaluma-yellow-label-cabernet-merlot
"C - draft, costed, needs photo",PHOTO,Fortified,Seppeltsfield Para 21 Year Old Tawny,119.99,81.38,,,,seppeltsfield-para-21-year-old-tawny-01.jpg,seppeltsfield-para-21-year-old-tawny-02.jpg,SH-FINE-SEPPELTSFIELD-PARA-21-YEAR-OLD-TAWNY-750,seppeltsfield-para-21-year-old-tawny
"C - draft, costed, needs photo",PHOTO,White,Chateau de Maligny Chablis Carre de Cesar 2025,117.99,79.92,,,,chateau-de-maligny-chablis-carre-de-cesar-2025-01.jpg,chateau-de-maligny-chablis-carre-de-cesar-2025-02.jpg,SH-FINE-CHATEAU-DE-MALIGNY-CHABLIS-CARRE-DE-CESAR-2025-750,chateau-de-maligny-chablis-carre-de-cesar-2025
"C - draft, costed, needs photo",PHOTO,Red,Tar & Roses Local Hero Barolo,116.99,79.48,,,,tar-roses-local-hero-barolo-01.jpg,tar-roses-local-hero-barolo-02.jpg,SH-FINE-TAR-ROSES-LOCAL-HERO-BAROLO-750,tar-roses-local-hero-barolo
"C - draft, costed, needs photo",PHOTO,Red,Xanadu Stevens Road Cabernet Sauvignon,112.99,76.86,,,,xanadu-stevens-road-cabernet-sauvignon-01.jpg,xanadu-stevens-road-cabernet-sauvignon-02.jpg,SH-FINE-XANADU-STEVENS-ROAD-CABERNET-SAUVIGNON-750,xanadu-stevens-road-cabernet-sauvignon
"C - draft, costed, needs photo",PHOTO,White,Beaurenard Chateau Blanc Chateauneuf du Pape,108.99,74.02,,,,beaurenard-chateau-blanc-chateauneuf-du-pape-01.jpg,beaurenard-chateau-blanc-chateauneuf-du-pape-02.jpg,SH-FINE-BEAURENARD-CHATEAU-BLANC-CHATEAUNEUF-DU-PAPE-750,beaurenard-chateau-blanc-chateauneuf-du-pape
"C - draft, costed, needs photo",PHOTO,White,Cloudy Bay Te Koko,107.99,73.54,,,,cloudy-bay-te-koko-01.jpg,cloudy-bay-te-koko-02.jpg,SH-FINE-CLOUDY-BAY-TE-KOKO-750,cloudy-bay-te-koko
"C - draft, costed, needs photo",PHOTO,Red,Kilikanoon Tregea Cabernet Sauvignon 2018,107.99,73.31,,,,kilikanoon-tregea-cabernet-sauvignon-2018-01.jpg,kilikanoon-tregea-cabernet-sauvignon-2018-02.jpg,SH-FINE-KILIKANOON-TREGEA-CABERNET-SAUVIGNON-2018-750,kilikanoon-tregea-cabernet-sauvignon-2018
"C - draft, costed, needs photo",PHOTO,Red,Oakridge 864 Cabernet Sauvignon Winery Block,106.99,72.37,,,,oakridge-864-cabernet-sauvignon-winery-block-01.jpg,oakridge-864-cabernet-sauvignon-winery-block-02.jpg,SH-FINE-OAKRIDGE-864-CABERNET-SAUVIGNON-WINERY-BLOCK-750,oakridge-864-cabernet-sauvignon-winery-block
"C - draft, costed, needs photo",PHOTO,Red,Oakridge 864 Pinot Noir Block A4,106.99,72.37,,,,oakridge-864-pinot-noir-block-a4-01.jpg,oakridge-864-pinot-noir-block-a4-02.jpg,SH-FINE-OAKRIDGE-864-PINOT-NOIR-BLOCK-A4-750,oakridge-864-pinot-noir-block-a4
"C - draft, costed, needs photo",PHOTO,Red,Oakridge 864 Syrah,106.99,72.37,,,,oakridge-864-syrah-01.jpg,oakridge-864-syrah-02.jpg,SH-FINE-OAKRIDGE-864-SYRAH-750,oakridge-864-syrah
"C - draft, costed, needs photo",PHOTO,Red,Xanadu Stevens Road Chardonnay,103.99,70.24,,,,xanadu-stevens-road-chardonnay-01.jpg,xanadu-stevens-road-chardonnay-02.jpg,SH-FINE-XANADU-STEVENS-ROAD-CHARDONNAY-750,xanadu-stevens-road-chardonnay
"C - draft, costed, needs photo",PHOTO,Red,Farina Amarone della Valpolicella Classico DOCG Veneto Italy,101.99,69.30,,,,farina-amarone-della-valpolicella-classico-docg-veneto-italy-01.jpg,farina-amarone-della-valpolicella-classico-docg-veneto-italy-02.jpg,SH-FINE-FARINA-AMARONE-DELLA-VALPOLICELLA-CLASSICO-DOCG-VENETO-ITALY-750,farina-amarone-della-valpolicella-classico-docg-veneto-italy
"C - draft, costed, needs photo",PHOTO,Red,Fontanafredda Serralunga d'Alba Barolo DOCG Italy,99.99,67.55,,,,fontanafredda-serralunga-d-alba-barolo-docg-italy-01.jpg,fontanafredda-serralunga-d-alba-barolo-docg-italy-02.jpg,SH-FINE-FONTANAFREDDA-SERRALUNGA-D-ALBA-BAROLO-DOCG-ITALY-750,fontanafredda-serralunga-d-alba-barolo-docg-italy
"C - draft, costed, needs photo",PHOTO,Red,Vignoble Dauny Sancerre Rouge Pynoz 2024,96.99,65.73,,,,vignoble-dauny-sancerre-rouge-pynoz-2024-01.jpg,vignoble-dauny-sancerre-rouge-pynoz-2024-02.jpg,SH-FINE-VIGNOBLE-DAUNY-SANCERRE-ROUGE-PYNOZ-2024-750,vignoble-dauny-sancerre-rouge-pynoz-2024
"C - draft, costed, needs photo",PHOTO,White,Millebuis Bourgogne Montagny Premier Cru 2022,94.99,64.67,,,,millebuis-bourgogne-montagny-premier-cru-2022-01.jpg,millebuis-bourgogne-montagny-premier-cru-2022-02.jpg,SH-FINE-MILLEBUIS-BOURGOGNE-MONTAGNY-PREMIER-CRU-2022-750,millebuis-bourgogne-montagny-premier-cru-2022
"C - draft, costed, needs photo",PHOTO,Fortified,Seppeltsfield Para Rare Tawny NV 15 Year Old,92.99,62.77,,,,seppeltsfield-para-rare-tawny-nv-15-year-old-01.jpg,seppeltsfield-para-rare-tawny-nv-15-year-old-02.jpg,SH-FINE-SEPPELTSFIELD-PARA-RARE-TAWNY-NV-15-YEAR-OLD-750,seppeltsfield-para-rare-tawny-nv-15-year-old
"C - draft, costed, needs photo",PHOTO,Red,Villebois Sancerre Blanc Marne,91.99,62.44,,,,villebois-sancerre-blanc-marne-01.jpg,villebois-sancerre-blanc-marne-02.jpg,SH-FINE-VILLEBOIS-SANCERRE-BLANC-MARNE-750,villebois-sancerre-blanc-marne
"C - draft, costed, needs photo",PHOTO,Red,Donne Fittipaldi Bolgheri Tuscany 2022,90.99,61.49,,,,donne-fittipaldi-bolgheri-tuscany-2022-01.jpg,donne-fittipaldi-bolgheri-tuscany-2022-02.jpg,SH-FINE-DONNE-FITTIPALDI-BOLGHERI-TUSCANY-2022-750,donne-fittipaldi-bolgheri-tuscany-2022
"C - draft, costed, needs photo",PHOTO,Red,Tenuta Meraviglia Rosso Bolgheri DOC 2020,90.99,61.96,,,,tenuta-meraviglia-rosso-bolgheri-doc-2020-01.jpg,tenuta-meraviglia-rosso-bolgheri-doc-2020-02.jpg,SH-FINE-TENUTA-MERAVIGLIA-ROSSO-BOLGHERI-DOC-2020-750,tenuta-meraviglia-rosso-bolgheri-doc-2020
"C - draft, costed, needs photo",PHOTO,Rose,Chateau d'Esclans Rock Angel,88.99,60.65,,,,chateau-d-esclans-rock-angel-01.jpg,chateau-d-esclans-rock-angel-02.jpg,SH-FINE-CHATEAU-D-ESCLANS-ROCK-ANGEL-750,chateau-d-esclans-rock-angel
"C - draft, costed, needs photo",PHOTO,Red,Vignoble Dauny AOC Sancerre Blanc Les Caillottes 2025,88.99,60.06,,,,vignoble-dauny-aoc-sancerre-blanc-les-caillottes-2025-01.jpg,vignoble-dauny-aoc-sancerre-blanc-les-caillottes-2025-02.jpg,SH-FINE-VIGNOBLE-DAUNY-AOC-SANCERRE-BLANC-LES-CAILLOTTES-2025-750,vignoble-dauny-aoc-sancerre-blanc-les-caillottes-2025
"C - draft, costed, needs photo",PHOTO,White,Petaluma Yellow Label Chardonnay,87.99,59.56,,,,petaluma-yellow-label-chardonnay-01.jpg,petaluma-yellow-label-chardonnay-02.jpg,SH-FINE-PETALUMA-YELLOW-LABEL-CHARDONNAY-750,petaluma-yellow-label-chardonnay
"C - draft, costed, needs photo",PHOTO,Red,Piazzo Barolo Valente DOCG 2020,87.99,59.72,,,,piazzo-barolo-valente-docg-2020-01.jpg,piazzo-barolo-valente-docg-2020-02.jpg,SH-FINE-PIAZZO-BAROLO-VALENTE-DOCG-2020-750,piazzo-barolo-valente-docg-2020
"C - draft, costed, needs photo",PHOTO,Red,Casali del Barone Barolo 2020,84.99,57.94,,,,casali-del-barone-barolo-2020-01.jpg,casali-del-barone-barolo-2020-02.jpg,SH-FINE-CASALI-DEL-BARONE-BAROLO-2020-750,casali-del-barone-barolo-2020
"C - draft, costed, needs photo",PHOTO,Red,Piazzo Barbaresco Arge DOCG 2021,83.99,56.76,,,,piazzo-barbaresco-arge-docg-2021-01.jpg,piazzo-barbaresco-arge-docg-2021-02.jpg,SH-FINE-PIAZZO-BARBARESCO-ARGE-DOCG-2021-750,piazzo-barbaresco-arge-docg-2021
"C - draft, costed, needs photo",PHOTO,Red,Cloudy Bay Pinot Noir,80.99,54.94,,,,cloudy-bay-pinot-noir-01.jpg,cloudy-bay-pinot-noir-02.jpg,SH-FINE-CLOUDY-BAY-PINOT-NOIR-750,cloudy-bay-pinot-noir
"C - draft, costed, needs photo",PHOTO,White,Chateau de Maligny Petit Chablis 2023,78.99,53.32,,,,chateau-de-maligny-petit-chablis-2023-01.jpg,chateau-de-maligny-petit-chablis-2023-02.jpg,SH-FINE-CHATEAU-DE-MALIGNY-PETIT-CHABLIS-2023-750,chateau-de-maligny-petit-chablis-2023
"C - draft, costed, needs photo",PHOTO,Fortified,Dow's Colheita Tawny Port Portugal,77.99,52.77,,,,dow-s-colheita-tawny-port-portugal-01.jpg,dow-s-colheita-tawny-port-portugal-02.jpg,SH-FINE-DOW-S-COLHEITA-TAWNY-PORT-PORTUGAL-750,dow-s-colheita-tawny-port-portugal
"C - draft, costed, needs photo",PHOTO,Red,Yalumba Signature Cabernet Shiraz,77.99,52.57,,,,yalumba-signature-cabernet-shiraz-01.jpg,yalumba-signature-cabernet-shiraz-02.jpg,SH-FINE-YALUMBA-SIGNATURE-CABERNET-SHIRAZ-750,yalumba-signature-cabernet-shiraz
"C - draft, costed, needs photo",PHOTO,Red,Hentley Farm Old Legend Grenache,76.99,57.00,,,,hentley-farm-old-legend-grenache-01.jpg,hentley-farm-old-legend-grenache-02.jpg,SH-FINE-HENTLEY-FARM-OLD-LEGEND-GRENACHE-750,hentley-farm-old-legend-grenache
"C - draft, costed, needs photo",PHOTO,White,Laroche Chablis St Martin,76.99,52.43,,,,laroche-chablis-st-martin-01.jpg,laroche-chablis-st-martin-02.jpg,SH-FINE-LAROCHE-CHABLIS-ST-MARTIN-750,laroche-chablis-st-martin
"C - draft, costed, needs photo",PHOTO,Red,Petaluma Yellow Label Shiraz,76.99,52.03,,,,petaluma-yellow-label-shiraz-01.jpg,petaluma-yellow-label-shiraz-02.jpg,SH-FINE-PETALUMA-YELLOW-LABEL-SHIRAZ-750,petaluma-yellow-label-shiraz
"C - draft, costed, needs photo",PHOTO,Red,Chateau Galeteau Cuvee Eleonore Saint Emilion Grand Cru 2022,75.99,51.32,,,,chateau-galeteau-cuvee-eleonore-saint-emilion-grand-cru-2022-01.jpg,chateau-galeteau-cuvee-eleonore-saint-emilion-grand-cru-2022-02.jpg,SH-FINE-CHATEAU-GALETEAU-CUVEE-ELEONORE-SAINT-EMILION-GRAND-CRU-2022-750,chateau-galeteau-cuvee-eleonore-saint-emilion-grand-cru-2022
"C - draft, costed, needs photo",PHOTO,White,Patrick Piuze 2023 Petit Chablis,75.99,51.54,,,,patrick-piuze-2023-petit-chablis-01.jpg,patrick-piuze-2023-petit-chablis-02.jpg,SH-FINE-PATRICK-PIUZE-2023-PETIT-CHABLIS-750,patrick-piuze-2023-petit-chablis
"C - draft, costed, needs photo",PHOTO,Rose,Minuty Rosé et Or,74.99,50.61,,,,minuty-rose-et-or-01.jpg,minuty-rose-et-or-02.jpg,SH-FINE-MINUTY-ROSE-ET-OR-750,minuty-rose-et-or
"C - draft, costed, needs photo",PHOTO,Red,Podere Casanova DOCG Chianti Classico,74.99,50.85,,,,podere-casanova-docg-chianti-classico-01.jpg,podere-casanova-docg-chianti-classico-02.jpg,SH-FINE-PODERE-CASANOVA-DOCG-CHIANTI-CLASSICO-750,podere-casanova-docg-chianti-classico
"C - draft, costed, needs photo",PHOTO,White,Jf Moreau Chablis 2023,73.99,50.26,,,,jf-moreau-chablis-2023-01.jpg,jf-moreau-chablis-2023-02.jpg,SH-FINE-JF-MOREAU-CHABLIS-2023-750,jf-moreau-chablis-2023
"C - draft, costed, needs photo",PHOTO,White,Cloudy Bay Chardonnay,70.99,48.09,,,,cloudy-bay-chardonnay-01.jpg,cloudy-bay-chardonnay-02.jpg,SH-FINE-CLOUDY-BAY-CHARDONNAY-750,cloudy-bay-chardonnay
"C - draft, costed, needs photo",PHOTO,Red,Hentley Farm Quint Shiraz,70.99,48.01,,,,hentley-farm-quint-shiraz-01.jpg,hentley-farm-quint-shiraz-02.jpg,SH-FINE-HENTLEY-FARM-QUINT-SHIRAZ-750,hentley-farm-quint-shiraz
"C - draft, costed, needs photo",PHOTO,Rose,Peyrassol Chateau Rose,70.99,48.01,,,,peyrassol-chateau-rose-01.jpg,peyrassol-chateau-rose-02.jpg,SH-FINE-PEYRASSOL-CHATEAU-ROSE-750,peyrassol-chateau-rose
"C - draft, costed, needs photo",PHOTO,White,Cape Mentelle Chardonnay Margaret River,69.99,47.06,,,,cape-mentelle-chardonnay-margaret-river-01.jpg,cape-mentelle-chardonnay-margaret-river-02.jpg,SH-FINE-CAPE-MENTELLE-CHARDONNAY-MARGARET-RIVER-750,cape-mentelle-chardonnay-margaret-river
"C - draft, costed, needs photo",PHOTO,Red,Cape Mentelle Zinfandel Margaret River,69.99,47.06,,,,cape-mentelle-zinfandel-margaret-river-01.jpg,cape-mentelle-zinfandel-margaret-river-02.jpg,SH-FINE-CAPE-MENTELLE-ZINFANDEL-MARGARET-RIVER-750,cape-mentelle-zinfandel-margaret-river
"C - draft, costed, needs photo",PHOTO,Red,Henschke Keyneton Estate,68.99,46.51,,,,henschke-keyneton-estate-01.jpg,henschke-keyneton-estate-02.jpg,SH-FINE-HENSCHKE-KEYNETON-ESTATE-750,henschke-keyneton-estate
"C - draft, costed, needs photo",PHOTO,Sparkling,House of Arras Brut Elite Rose,68.99,46.83,,,,house-of-arras-brut-elite-rose-01.jpg,house-of-arras-brut-elite-rose-02.jpg,SH-FINE-HOUSE-OF-ARRAS-BRUT-ELITE-ROSE-750,house-of-arras-brut-elite-rose
"C - draft, costed, needs photo",PHOTO,Red,Banfi DOCG Chianti Classico Riserva,67.99,46.12,,,,banfi-docg-chianti-classico-riserva-01.jpg,banfi-docg-chianti-classico-riserva-02.jpg,SH-FINE-BANFI-DOCG-CHIANTI-CLASSICO-RISERVA-750,banfi-docg-chianti-classico-riserva
"C - draft, costed, needs photo",PHOTO,White,Domaine Christian Salmon Sancerre Ac,67.99,46.12,,,,domaine-christian-salmon-sancerre-ac-01.jpg,domaine-christian-salmon-sancerre-ac-02.jpg,SH-FINE-DOMAINE-CHRISTIAN-SALMON-SANCERRE-AC-750,domaine-christian-salmon-sancerre-ac
"C - draft, costed, needs photo",PHOTO,White,Jf Moreau Petit Chablis 2023,67.99,46.12,,,,jf-moreau-petit-chablis-2023-01.jpg,jf-moreau-petit-chablis-2023-02.jpg,SH-FINE-JF-MOREAU-PETIT-CHABLIS-2023-750,jf-moreau-petit-chablis-2023
"C - draft, costed, needs photo",PHOTO,White,Laurent Habrard Crozes Hermitage Blanc Grand Classique,67.99,46.12,,,,laurent-habrard-crozes-hermitage-blanc-grand-classique-01.jpg,laurent-habrard-crozes-hermitage-blanc-grand-classique-02.jpg,SH-FINE-LAURENT-HABRARD-CROZES-HERMITAGE-BLANC-GRAND-CLASSIQUE-750,laurent-habrard-crozes-hermitage-blanc-grand-classique
"C - draft, costed, needs photo",PHOTO,Red,Maison Tramier & Fils Aop Chablis 2025,66.99,45.62,,,,maison-tramier-fils-aop-chablis-2025-01.jpg,maison-tramier-fils-aop-chablis-2025-02.jpg,SH-FINE-MAISON-TRAMIER-FILS-AOP-CHABLIS-2025-750,maison-tramier-fils-aop-chablis-2025
"C - draft, costed, needs photo",PHOTO,Red,Chiappini DOC Bolgheri Rosso Ferruggini,64.99,43.75,,,,chiappini-doc-bolgheri-rosso-ferruggini-01.jpg,chiappini-doc-bolgheri-rosso-ferruggini-02.jpg,SH-FINE-CHIAPPINI-DOC-BOLGHERI-ROSSO-FERRUGGINI-750,chiappini-doc-bolgheri-rosso-ferruggini
"C - draft, costed, needs photo",PHOTO,Red,Donne Fittipaldi Bolgheri Rosso,64.99,44.00,,,,donne-fittipaldi-bolgheri-rosso-01.jpg,donne-fittipaldi-bolgheri-rosso-02.jpg,SH-FINE-DONNE-FITTIPALDI-BOLGHERI-ROSSO-750,donne-fittipaldi-bolgheri-rosso
"C - draft, costed, needs photo",PHOTO,Red,Greywacke Pinot Noir Marlborough New Zealand,64.99,43.95,,,,greywacke-pinot-noir-marlborough-new-zealand-01.jpg,greywacke-pinot-noir-marlborough-new-zealand-02.jpg,SH-FINE-GREYWACKE-PINOT-NOIR-MARLBOROUGH-NEW-ZEALAND-750,greywacke-pinot-noir-marlborough-new-zealand
"C - draft, costed, needs photo",PHOTO,Red,Joseph Drouhin Laforet Bourgogne Pinot Noir,64.99,43.89,,,,joseph-drouhin-laforet-bourgogne-pinot-noir-01.jpg,joseph-drouhin-laforet-bourgogne-pinot-noir-02.jpg,SH-FINE-JOSEPH-DROUHIN-LAFORET-BOURGOGNE-PINOT-NOIR-750,joseph-drouhin-laforet-bourgogne-pinot-noir
"C - draft, costed, needs photo",PHOTO,Red,Cape Mentelle Wallcliffe Cabernet Franc,62.99,42.33,,,,cape-mentelle-wallcliffe-cabernet-franc-01.jpg,cape-mentelle-wallcliffe-cabernet-franc-02.jpg,SH-FINE-CAPE-MENTELLE-WALLCLIFFE-CABERNET-FRANC-750,cape-mentelle-wallcliffe-cabernet-franc
"C - draft, costed, needs photo",PHOTO,Red,Cape Mentelle Wallcliffe Sauvignon Blanc,62.99,42.33,,,,cape-mentelle-wallcliffe-sauvignon-blanc-01.jpg,cape-mentelle-wallcliffe-sauvignon-blanc-02.jpg,SH-FINE-CAPE-MENTELLE-WALLCLIFFE-SAUVIGNON-BLANC-750,cape-mentelle-wallcliffe-sauvignon-blanc
"C - draft, costed, needs photo",PHOTO,White,Cloudy Bay Sauvignon Blanc,62.99,42.94,,,,cloudy-bay-sauvignon-blanc-01.jpg,cloudy-bay-sauvignon-blanc-02.jpg,SH-FINE-CLOUDY-BAY-SAUVIGNON-BLANC-750,cloudy-bay-sauvignon-blanc
"C - draft, costed, needs photo",PHOTO,Red,Jim Barry McRae Shiraz,62.99,42.37,,,,jim-barry-mcrae-shiraz-01.jpg,jim-barry-mcrae-shiraz-02.jpg,SH-FINE-JIM-BARRY-MCRAE-SHIRAZ-750,jim-barry-mcrae-shiraz
"C - draft, costed, needs photo",PHOTO,White,Roland Tissier Sancerre,62.99,42.57,,,,roland-tissier-sancerre-01.jpg,roland-tissier-sancerre-02.jpg,SH-FINE-ROLAND-TISSIER-SANCERRE-750,roland-tissier-sancerre
"C - draft, costed, needs photo",PHOTO,Red,Villebois Sancerre Rouge,62.99,42.33,,,,villebois-sancerre-rouge-01.jpg,villebois-sancerre-rouge-02.jpg,SH-FINE-VILLEBOIS-SANCERRE-ROUGE-750,villebois-sancerre-rouge
"C - draft, costed, needs photo",PHOTO,White,Greywacke Chardonnay - Marlborough New Zealand,61.99,41.74,,,,greywacke-chardonnay-marlborough-new-zealand-01.jpg,greywacke-chardonnay-marlborough-new-zealand-02.jpg,SH-FINE-GREYWACKE-CHARDONNAY-MARLBOROUGH-NEW-ZEALAND-750,greywacke-chardonnay-marlborough-new-zealand
"C - draft, costed, needs photo",PHOTO,White,La Chablisienne Lapierele Chablis,61.99,41.86,,,,la-chablisienne-lapierele-chablis-01.jpg,la-chablisienne-lapierele-chablis-02.jpg,SH-FINE-LA-CHABLISIENNE-LAPIERELE-CHABLIS-750,la-chablisienne-lapierele-chablis
"C - draft, costed, needs photo",PHOTO,White,Laroche Petit Chablis 2023,61.99,41.95,,,,laroche-petit-chablis-2023-01.jpg,laroche-petit-chablis-2023-02.jpg,SH-FINE-LAROCHE-PETIT-CHABLIS-2023-750,laroche-petit-chablis-2023
"C - draft, costed, needs photo",PHOTO,White,Kilikanoon Mort's Reserve Riesling 2024,60.99,41.39,,,,kilikanoon-mort-s-reserve-riesling-2024-01.jpg,kilikanoon-mort-s-reserve-riesling-2024-02.jpg,SH-FINE-KILIKANOON-MORT-S-RESERVE-RIESLING-2024-750,kilikanoon-mort-s-reserve-riesling-2024
